200 227
0 106 7.14285714286e-06
0 107 7.14285714286e-06
0 108 7.14285714286e-06
0 109 7.14285714286e-06
0 110 7.14285714286e-06
0 111 7.14285714286e-06
0 112 7.14285714286e-06
0 113 7.14285714286e-06
0 114 7.14285714286e-06
0 115 7.14285714286e-06
0 116 7.14285714286e-06
0 117 7.14285714286e-06
0 118 7.14285714286e-06
0 119 7.14285714286e-06
0 120 7.14285714286e-06
0 121 7.14285714286e-06
0 122 7.14285714286e-06
0 123 7.14285714286e-06
0 124 7.14285714286e-06
0 125 7.14285714286e-06
0 126 7.14285714286e-06
0 127 7.14285714286e-06
0 128 7.14285714286e-06
0 129 7.14285714286e-06
0 130 7.14285714286e-06
0 131 7.14285714286e-06
0 132 7.14285714286e-06
0 133 7.14285714286e-06
0 134 7.14285714286e-06
0 135 7.14285714286e-06
0 136 7.14285714286e-06
0 137 7.14285714286e-06
0 138 7.14285714286e-06
0 139 7.14285714286e-06
0 140 7.14285714286e-06
0 141 7.14285714286e-06
0 142 7.14285714286e-06
0 143 7.14285714286e-06
0 144 7.14285714286e-06
0 145 7.14285714286e-06
0 146 7.14285714286e-06
0 147 7.14285714286e-06
0 148 7.14285714286e-06
0 149 7.14285714286e-06
0 150 7.14285714286e-06
0 151 7.14285714286e-06
0 152 7.14285714286e-06
0 153 7.14285714286e-06
0 154 7.14285714286e-06
0 155 7.14285714286e-06
0 156 7.14285714286e-06
0 157 7.14285714286e-06
0 158 7.14285714286e-06
0 159 7.14285714286e-06
0 160 7.14285714286e-06
0 161 7.14285714286e-06
0 162 7.14285714286e-06
0 163 7.14285714286e-06
0 164 7.14285714286e-06
0 165 7.14285714286e-06
0 166 7.14285714286e-06
0 167 7.14285714286e-06
0 168 7.14285714286e-06
0 169 7.14285714286e-06
0 170 7.14285714286e-06
0 171 7.14285714286e-06
0 172 7.14285714286e-06
0 173 7.14285714286e-06
0 174 7.14285714286e-06
0 175 7.14285714286e-06
0 176 7.14285714286e-06
0 177 7.14285714286e-06
0 178 7.14285714286e-06
0 179 7.14285714286e-06
0 180 7.14285714286e-06
0 181 7.14285714286e-06
0 182 7.14285714286e-06
0 183 7.14285714286e-06
0 184 7.14285714286e-06
0 185 7.14285714286e-06
0 186 7.14285714286e-06
0 187 7.14285714286e-06
0 188 7.14285714286e-06
0 189 7.14285714286e-06
0 190 7.14285714286e-06
0 191 7.14285714286e-06
0 192 7.14285714286e-06
0 193 7.14285714286e-06
0 194 7.14285714286e-06
0 195 7.14285714286e-06
0 196 7.14285714286e-06
0 197 7.14285714286e-06
0 198 7.14285714286e-06
0 199 7.14285714286e-06
1 2 0.106898220726
1 3 0.157268871288
1 4 0.135657884862
1 5 0.291502141251
1 6 0.273904525329
1 7 0.0595238095238
1 8 0.269066277576
1 9 0.268440240105
1 10 0.0595238095238
1 11 0.216056782811
1 12 0.213086449278
1 13 0.262458371916
1 14 0.152098915446
1 15 0.0595238095238
1 16 0.193507652332
1 17 0.123313013224
1 18 0.171023796689
1 19 0.0595238095238
1 20 0.194460585181
1 21 7.14285714286e-06
1 22 7.14285714286e-06
1 23 7.14285714286e-06
1 24 7.14285714286e-06
1 25 7.14285714286e-06
1 26 7.14285714286e-06
1 27 7.14285714286e-06
1 28 7.14285714286e-06
1 29 7.14285714286e-06
1 30 7.14285714286e-06
1 31 7.14285714286e-06
1 32 7.14285714286e-06
1 33 7.14285714286e-06
1 34 7.14285714286e-06
1 35 7.14285714286e-06
1 36 7.14285714286e-06
1 37 7.14285714286e-06
1 38 7.14285714286e-06
1 39 7.14285714286e-06
1 40 7.14285714286e-06
1 41 7.14285714286e-06
1 42 7.14285714286e-06
1 43 7.14285714286e-06
1 44 7.14285714286e-06
1 45 7.14285714286e-06
1 46 7.14285714286e-06
1 47 7.14285714286e-06
1 48 7.14285714286e-06
1 49 7.14285714286e-06
1 50 7.14285714286e-06
1 51 7.14285714286e-06
1 52 7.14285714286e-06
1 53 7.14285714286e-06
1 54 7.14285714286e-06
1 55 7.14285714286e-06
1 56 7.14285714286e-06
1 57 7.14285714286e-06
1 58 7.14285714286e-06
1 59 7.14285714286e-06
1 60 7.14285714286e-06
1 61 7.14285714286e-06
1 62 7.14285714286e-06
1 63 7.14285714286e-06
1 64 7.14285714286e-06
1 65 7.14285714286e-06
1 66 7.14285714286e-06
1 67 7.14285714286e-06
1 68 7.14285714286e-06
1 69 7.14285714286e-06
1 70 7.14285714286e-06
1 71 7.14285714286e-06
1 72 7.14285714286e-06
1 73 7.14285714286e-06
1 74 7.14285714286e-06
1 75 7.14285714286e-06
1 76 7.14285714286e-06
1 77 7.14285714286e-06
1 78 7.14285714286e-06
1 79 7.14285714286e-06
1 80 7.14285714286e-06
1 81 7.14285714286e-06
1 82 7.14285714286e-06
1 83 7.14285714286e-06
1 84 7.14285714286e-06
1 85 7.14285714286e-06
1 86 7.14285714286e-06
1 87 7.14285714286e-06
1 88 7.14285714286e-06
1 89 7.14285714286e-06
1 90 7.14285714286e-06
1 91 7.14285714286e-06
1 92 7.14285714286e-06
1 93 7.14285714286e-06
1 94 7.14285714286e-06
1 95 7.14285714286e-06
1 96 7.14285714286e-06
1 97 7.14285714286e-06
1 98 7.14285714286e-06
1 99 7.14285714286e-06
1 100 7.14285714286e-06
1 101 7.14285714286e-06
1 102 7.14285714286e-06
1 103 7.14285714286e-06
1 104 7.14285714286e-06
1 105 7.14285714286e-06
1 106 7.14285714286e-06
1 107 7.14285714286e-06
1 108 7.14285714286e-06
1 109 7.14285714286e-06
1 110 7.14285714286e-06
1 111 7.14285714286e-06
1 112 7.14285714286e-06
1 113 7.14285714286e-06
1 114 7.14285714286e-06
1 115 7.14285714286e-06
1 116 7.14285714286e-06
1 117 7.14285714286e-06
1 118 7.14285714286e-06
1 119 7.14285714286e-06
1 120 7.14285714286e-06
1 121 7.14285714286e-06
1 122 7.14285714286e-06
1 123 7.14285714286e-06
1 124 7.14285714286e-06
1 125 7.14285714286e-06
1 126 7.14285714286e-06
1 127 7.14285714286e-06
1 128 7.14285714286e-06
1 129 7.14285714286e-06
1 130 7.14285714286e-06
1 131 7.14285714286e-06
1 132 7.14285714286e-06
1 133 7.14285714286e-06
1 134 7.14285714286e-06
1 135 7.14285714286e-06
1 136 7.14285714286e-06
1 137 7.14285714286e-06
1 138 7.14285714286e-06
1 139 7.14285714286e-06
1 140 7.14285714286e-06
1 141 7.14285714286e-06
1 142 7.14285714286e-06
1 143 7.14285714286e-06
1 144 7.14285714286e-06
1 145 7.14285714286e-06
1 146 7.14285714286e-06
1 147 7.14285714286e-06
1 148 7.14285714286e-06
1 149 7.14285714286e-06
1 150 7.14285714286e-06
1 151 7.14285714286e-06
1 152 7.14285714286e-06
1 153 7.14285714286e-06
1 154 7.14285714286e-06
1 155 7.14285714286e-06
1 156 7.14285714286e-06
1 157 7.14285714286e-06
1 158 7.14285714286e-06
1 159 7.14285714286e-06
1 160 7.14285714286e-06
1 161 7.14285714286e-06
1 162 7.14285714286e-06
1 163 7.14285714286e-06
1 164 7.14285714286e-06
1 165 7.14285714286e-06
1 166 7.14285714286e-06
1 167 7.14285714286e-06
1 168 7.14285714286e-06
1 169 7.14285714286e-06
1 170 7.14285714286e-06
1 171 7.14285714286e-06
1 172 7.14285714286e-06
1 173 7.14285714286e-06
1 174 7.14285714286e-06
1 175 7.14285714286e-06
1 176 7.14285714286e-06
1 177 7.14285714286e-06
1 178 7.14285714286e-06
1 179 7.14285714286e-06
1 180 7.14285714286e-06
1 181 7.14285714286e-06
1 182 7.14285714286e-06
1 183 7.14285714286e-06
1 184 7.14285714286e-06
1 185 7.14285714286e-06
1 186 7.14285714286e-06
1 187 7.14285714286e-06
1 188 7.14285714286e-06
1 189 7.14285714286e-06
1 190 7.14285714286e-06
1 191 7.14285714286e-06
1 192 7.14285714286e-06
1 193 7.14285714286e-06
1 194 7.14285714286e-06
1 195 7.14285714286e-06
1 196 7.14285714286e-06
1 197 7.14285714286e-06
1 198 7.14285714286e-06
1 199 7.14285714286e-06
2 3 0.230204969376
2 4 0.276988607713
2 5 0.110388984874
2 6 0.232226214154
2 7 0.0595238095238
2 8 0.132144348754
2 9 0.13918703774
2 10 0.0595238095238
2 11 0.192587555826
2 12 0.213942096905
2 13 0.0967381801457
2 14 0.0658185919304
2 15 0.0595238095238
2 16 0.0666950596911
2 17 0.212401127536
2 18 0.265487046351
2 19 0.0595238095238
2 20 0.26299795552
2 21 7.14285714286e-06
2 22 7.14285714286e-06
2 23 7.14285714286e-06
2 24 7.14285714286e-06
2 25 7.14285714286e-06
2 26 7.14285714286e-06
2 27 7.14285714286e-06
2 28 7.14285714286e-06
2 29 7.14285714286e-06
2 30 7.14285714286e-06
2 31 7.14285714286e-06
2 32 7.14285714286e-06
2 33 7.14285714286e-06
2 34 7.14285714286e-06
2 35 7.14285714286e-06
2 36 7.14285714286e-06
2 37 7.14285714286e-06
2 38 7.14285714286e-06
2 39 7.14285714286e-06
2 40 7.14285714286e-06
2 41 7.14285714286e-06
2 42 7.14285714286e-06
2 43 7.14285714286e-06
2 44 7.14285714286e-06
2 45 7.14285714286e-06
2 46 7.14285714286e-06
2 47 7.14285714286e-06
2 48 7.14285714286e-06
2 49 7.14285714286e-06
2 50 7.14285714286e-06
2 51 7.14285714286e-06
2 52 7.14285714286e-06
2 53 7.14285714286e-06
2 54 7.14285714286e-06
2 55 7.14285714286e-06
2 56 7.14285714286e-06
2 57 7.14285714286e-06
2 58 7.14285714286e-06
2 59 7.14285714286e-06
2 60 7.14285714286e-06
2 61 7.14285714286e-06
2 62 7.14285714286e-06
2 63 7.14285714286e-06
2 64 7.14285714286e-06
2 65 7.14285714286e-06
2 66 7.14285714286e-06
2 67 7.14285714286e-06
2 68 7.14285714286e-06
2 69 7.14285714286e-06
2 70 7.14285714286e-06
2 71 7.14285714286e-06
2 72 7.14285714286e-06
2 73 7.14285714286e-06
2 74 7.14285714286e-06
2 75 7.14285714286e-06
2 76 7.14285714286e-06
2 77 7.14285714286e-06
2 78 7.14285714286e-06
2 79 7.14285714286e-06
2 80 7.14285714286e-06
2 81 7.14285714286e-06
2 82 7.14285714286e-06
2 83 7.14285714286e-06
2 84 7.14285714286e-06
2 85 7.14285714286e-06
2 86 7.14285714286e-06
2 87 7.14285714286e-06
2 88 7.14285714286e-06
2 89 7.14285714286e-06
2 90 7.14285714286e-06
2 91 7.14285714286e-06
2 92 7.14285714286e-06
2 93 7.14285714286e-06
2 94 7.14285714286e-06
2 95 7.14285714286e-06
2 96 7.14285714286e-06
2 97 7.14285714286e-06
2 98 7.14285714286e-06
2 99 7.14285714286e-06
2 100 7.14285714286e-06
2 101 7.14285714286e-06
2 102 7.14285714286e-06
2 103 7.14285714286e-06
2 104 7.14285714286e-06
2 105 7.14285714286e-06
2 106 7.14285714286e-06
2 107 7.14285714286e-06
2 108 7.14285714286e-06
2 109 7.14285714286e-06
2 110 7.14285714286e-06
2 111 7.14285714286e-06
2 112 7.14285714286e-06
2 113 7.14285714286e-06
2 114 7.14285714286e-06
2 115 7.14285714286e-06
2 116 7.14285714286e-06
2 117 7.14285714286e-06
2 118 7.14285714286e-06
2 119 7.14285714286e-06
2 120 7.14285714286e-06
2 121 7.14285714286e-06
2 122 7.14285714286e-06
2 123 7.14285714286e-06
2 124 7.14285714286e-06
2 125 7.14285714286e-06
2 126 7.14285714286e-06
2 127 7.14285714286e-06
2 128 7.14285714286e-06
2 129 7.14285714286e-06
2 130 7.14285714286e-06
2 131 7.14285714286e-06
2 132 7.14285714286e-06
2 133 7.14285714286e-06
2 134 7.14285714286e-06
2 135 7.14285714286e-06
2 136 7.14285714286e-06
2 137 7.14285714286e-06
2 138 7.14285714286e-06
2 139 7.14285714286e-06
2 140 7.14285714286e-06
2 141 7.14285714286e-06
2 142 7.14285714286e-06
2 143 7.14285714286e-06
2 144 7.14285714286e-06
2 145 7.14285714286e-06
2 146 7.14285714286e-06
2 147 7.14285714286e-06
2 148 7.14285714286e-06
2 149 7.14285714286e-06
2 150 7.14285714286e-06
2 151 7.14285714286e-06
2 152 7.14285714286e-06
2 153 7.14285714286e-06
2 154 7.14285714286e-06
2 155 7.14285714286e-06
2 156 7.14285714286e-06
2 157 7.14285714286e-06
2 158 7.14285714286e-06
2 159 7.14285714286e-06
2 160 7.14285714286e-06
2 161 7.14285714286e-06
2 162 7.14285714286e-06
2 163 7.14285714286e-06
2 164 7.14285714286e-06
2 165 7.14285714286e-06
2 166 7.14285714286e-06
2 167 7.14285714286e-06
2 168 7.14285714286e-06
2 169 7.14285714286e-06
2 170 7.14285714286e-06
2 171 7.14285714286e-06
2 172 7.14285714286e-06
2 173 7.14285714286e-06
2 174 7.14285714286e-06
2 175 7.14285714286e-06
2 176 7.14285714286e-06
2 177 7.14285714286e-06
2 178 7.14285714286e-06
2 179 7.14285714286e-06
2 180 7.14285714286e-06
2 181 7.14285714286e-06
2 182 7.14285714286e-06
2 183 7.14285714286e-06
2 184 7.14285714286e-06
2 185 7.14285714286e-06
2 186 7.14285714286e-06
2 187 7.14285714286e-06
2 188 7.14285714286e-06
2 189 7.14285714286e-06
2 190 7.14285714286e-06
2 191 7.14285714286e-06
2 192 7.14285714286e-06
2 193 7.14285714286e-06
2 194 7.14285714286e-06
2 195 7.14285714286e-06
2 196 7.14285714286e-06
2 197 7.14285714286e-06
2 198 7.14285714286e-06
2 199 7.14285714286e-06
3 4 0.243956165351
3 5 0.102758969465
3 6 0.565474454486
3 7 0.0595238095238
3 8 0.136053102509
3 9 0.479584724367
3 10 0.0595238095238
3 11 0.0634097820534
3 12 0.560478167569
3 13 0.117919784604
3 14 0.196438992203
3 15 0.0595238095238
3 16 0.104209465019
3 17 0.509539186155
3 18 0.225985927771
3 19 0.0595238095238
3 20 0.230393037999
3 21 7.14285714286e-06
3 22 7.14285714286e-06
3 23 7.14285714286e-06
3 24 7.14285714286e-06
3 25 7.14285714286e-06
3 26 7.14285714286e-06
3 27 7.14285714286e-06
3 28 7.14285714286e-06
3 29 7.14285714286e-06
3 30 7.14285714286e-06
3 31 7.14285714286e-06
3 32 7.14285714286e-06
3 33 7.14285714286e-06
3 34 7.14285714286e-06
3 35 7.14285714286e-06
3 36 7.14285714286e-06
3 37 7.14285714286e-06
3 38 7.14285714286e-06
3 39 7.14285714286e-06
3 40 7.14285714286e-06
3 41 7.14285714286e-06
3 42 7.14285714286e-06
3 43 7.14285714286e-06
3 44 7.14285714286e-06
3 45 7.14285714286e-06
3 46 7.14285714286e-06
3 47 7.14285714286e-06
3 48 7.14285714286e-06
3 49 7.14285714286e-06
3 50 7.14285714286e-06
3 51 7.14285714286e-06
3 52 7.14285714286e-06
3 53 7.14285714286e-06
3 54 7.14285714286e-06
3 55 7.14285714286e-06
3 56 7.14285714286e-06
3 57 7.14285714286e-06
3 58 7.14285714286e-06
3 59 7.14285714286e-06
3 60 7.14285714286e-06
3 61 7.14285714286e-06
3 62 7.14285714286e-06
3 63 7.14285714286e-06
3 64 7.14285714286e-06
3 65 7.14285714286e-06
3 66 7.14285714286e-06
3 67 7.14285714286e-06
3 68 7.14285714286e-06
3 69 7.14285714286e-06
3 70 7.14285714286e-06
3 71 7.14285714286e-06
3 72 7.14285714286e-06
3 73 7.14285714286e-06
3 74 7.14285714286e-06
3 75 7.14285714286e-06
3 76 7.14285714286e-06
3 77 7.14285714286e-06
3 78 7.14285714286e-06
3 79 7.14285714286e-06
3 80 7.14285714286e-06
3 81 7.14285714286e-06
3 82 7.14285714286e-06
3 83 7.14285714286e-06
3 84 7.14285714286e-06
3 85 7.14285714286e-06
3 86 7.14285714286e-06
3 87 7.14285714286e-06
3 88 7.14285714286e-06
3 89 7.14285714286e-06
3 90 7.14285714286e-06
3 91 7.14285714286e-06
3 92 7.14285714286e-06
3 93 7.14285714286e-06
3 94 7.14285714286e-06
3 95 7.14285714286e-06
3 96 7.14285714286e-06
3 97 7.14285714286e-06
3 98 7.14285714286e-06
3 99 7.14285714286e-06
3 100 7.14285714286e-06
3 101 7.14285714286e-06
3 102 7.14285714286e-06
3 103 7.14285714286e-06
3 104 7.14285714286e-06
3 105 7.14285714286e-06
3 106 7.14285714286e-06
3 107 7.14285714286e-06
3 108 7.14285714286e-06
3 109 7.14285714286e-06
3 110 7.14285714286e-06
3 111 7.14285714286e-06
3 112 7.14285714286e-06
3 113 7.14285714286e-06
3 114 7.14285714286e-06
3 115 7.14285714286e-06
3 116 7.14285714286e-06
3 117 7.14285714286e-06
3 118 7.14285714286e-06
3 119 7.14285714286e-06
3 120 7.14285714286e-06
3 121 7.14285714286e-06
3 122 7.14285714286e-06
3 123 7.14285714286e-06
3 124 7.14285714286e-06
3 125 7.14285714286e-06
3 126 7.14285714286e-06
3 127 7.14285714286e-06
3 128 7.14285714286e-06
3 129 7.14285714286e-06
3 130 7.14285714286e-06
3 131 7.14285714286e-06
3 132 7.14285714286e-06
3 133 7.14285714286e-06
3 134 7.14285714286e-06
3 135 7.14285714286e-06
3 136 7.14285714286e-06
3 137 7.14285714286e-06
3 138 7.14285714286e-06
3 139 7.14285714286e-06
3 140 7.14285714286e-06
3 141 7.14285714286e-06
3 142 7.14285714286e-06
3 143 7.14285714286e-06
3 144 7.14285714286e-06
3 145 7.14285714286e-06
3 146 7.14285714286e-06
3 147 7.14285714286e-06
3 148 7.14285714286e-06
3 149 7.14285714286e-06
3 150 7.14285714286e-06
3 151 7.14285714286e-06
3 152 7.14285714286e-06
3 153 7.14285714286e-06
3 154 7.14285714286e-06
3 155 7.14285714286e-06
3 156 7.14285714286e-06
3 157 7.14285714286e-06
3 158 7.14285714286e-06
3 159 7.14285714286e-06
3 160 7.14285714286e-06
3 161 7.14285714286e-06
3 162 7.14285714286e-06
3 163 7.14285714286e-06
3 164 7.14285714286e-06
3 165 7.14285714286e-06
3 166 7.14285714286e-06
3 167 7.14285714286e-06
3 168 7.14285714286e-06
3 169 7.14285714286e-06
3 170 7.14285714286e-06
3 171 7.14285714286e-06
3 172 7.14285714286e-06
3 173 7.14285714286e-06
3 174 7.14285714286e-06
3 175 7.14285714286e-06
3 176 7.14285714286e-06
3 177 7.14285714286e-06
3 178 7.14285714286e-06
3 179 7.14285714286e-06
3 180 7.14285714286e-06
3 181 7.14285714286e-06
3 182 7.14285714286e-06
3 183 7.14285714286e-06
3 184 7.14285714286e-06
3 185 7.14285714286e-06
3 186 7.14285714286e-06
3 187 7.14285714286e-06
3 188 7.14285714286e-06
3 189 7.14285714286e-06
3 190 7.14285714286e-06
3 191 7.14285714286e-06
3 192 7.14285714286e-06
3 193 7.14285714286e-06
3 194 7.14285714286e-06
3 195 7.14285714286e-06
3 196 7.14285714286e-06
3 197 7.14285714286e-06
3 198 7.14285714286e-06
3 199 7.14285714286e-06
4 5 0.0798720823921
4 6 0.107017583666
4 7 0.0595238095238
4 8 0.144857527279
4 9 0.225344901332
4 10 0.0595238095238
4 11 0.205346340696
4 12 0.285046187095
4 13 0.221498703963
4 14 0.111419159048
4 15 0.0595238095238
4 16 0.124238322451
4 17 0.269698150755
4 18 0.205842990166
4 19 0.0595238095238
4 20 0.420617359741
4 21 7.14285714286e-06
4 22 7.14285714286e-06
4 23 7.14285714286e-06
4 24 7.14285714286e-06
4 25 7.14285714286e-06
4 26 7.14285714286e-06
4 27 7.14285714286e-06
4 28 7.14285714286e-06
4 29 7.14285714286e-06
4 30 7.14285714286e-06
4 31 7.14285714286e-06
4 32 7.14285714286e-06
4 33 7.14285714286e-06
4 34 7.14285714286e-06
4 35 7.14285714286e-06
4 36 7.14285714286e-06
4 37 7.14285714286e-06
4 38 7.14285714286e-06
4 39 7.14285714286e-06
4 40 7.14285714286e-06
4 41 7.14285714286e-06
4 42 7.14285714286e-06
4 43 7.14285714286e-06
4 44 7.14285714286e-06
4 45 7.14285714286e-06
4 46 7.14285714286e-06
4 47 7.14285714286e-06
4 48 7.14285714286e-06
4 49 7.14285714286e-06
4 50 7.14285714286e-06
4 51 7.14285714286e-06
4 52 7.14285714286e-06
4 53 7.14285714286e-06
4 54 7.14285714286e-06
4 55 7.14285714286e-06
4 56 7.14285714286e-06
4 57 7.14285714286e-06
4 58 7.14285714286e-06
4 59 7.14285714286e-06
4 60 7.14285714286e-06
4 61 7.14285714286e-06
4 62 7.14285714286e-06
4 63 7.14285714286e-06
4 64 7.14285714286e-06
4 65 7.14285714286e-06
4 66 7.14285714286e-06
4 67 7.14285714286e-06
4 68 7.14285714286e-06
4 69 7.14285714286e-06
4 70 7.14285714286e-06
4 71 7.14285714286e-06
4 72 7.14285714286e-06
4 73 7.14285714286e-06
4 74 7.14285714286e-06
4 75 7.14285714286e-06
4 76 7.14285714286e-06
4 77 7.14285714286e-06
4 78 7.14285714286e-06
4 79 7.14285714286e-06
4 80 7.14285714286e-06
4 81 7.14285714286e-06
4 82 7.14285714286e-06
4 83 7.14285714286e-06
4 84 7.14285714286e-06
4 85 7.14285714286e-06
4 86 7.14285714286e-06
4 87 7.14285714286e-06
4 88 7.14285714286e-06
4 89 7.14285714286e-06
4 90 7.14285714286e-06
4 91 7.14285714286e-06
4 92 7.14285714286e-06
4 93 7.14285714286e-06
4 94 7.14285714286e-06
4 95 7.14285714286e-06
4 96 7.14285714286e-06
4 97 7.14285714286e-06
4 98 7.14285714286e-06
4 99 7.14285714286e-06
4 100 7.14285714286e-06
4 101 7.14285714286e-06
4 102 7.14285714286e-06
4 103 7.14285714286e-06
4 104 7.14285714286e-06
4 105 7.14285714286e-06
4 106 7.14285714286e-06
4 107 7.14285714286e-06
4 108 7.14285714286e-06
4 109 7.14285714286e-06
4 110 7.14285714286e-06
4 111 7.14285714286e-06
4 112 7.14285714286e-06
4 113 7.14285714286e-06
4 114 7.14285714286e-06
4 115 7.14285714286e-06
4 116 7.14285714286e-06
4 117 7.14285714286e-06
4 118 7.14285714286e-06
4 119 7.14285714286e-06
4 120 7.14285714286e-06
4 121 7.14285714286e-06
4 122 7.14285714286e-06
4 123 7.14285714286e-06
4 124 7.14285714286e-06
4 125 7.14285714286e-06
4 126 7.14285714286e-06
4 127 7.14285714286e-06
4 128 7.14285714286e-06
4 129 7.14285714286e-06
4 130 7.14285714286e-06
4 131 7.14285714286e-06
4 132 7.14285714286e-06
4 133 7.14285714286e-06
4 134 7.14285714286e-06
4 135 7.14285714286e-06
4 136 7.14285714286e-06
4 137 7.14285714286e-06
4 138 7.14285714286e-06
4 139 7.14285714286e-06
4 140 7.14285714286e-06
4 141 7.14285714286e-06
4 142 7.14285714286e-06
4 143 7.14285714286e-06
4 144 7.14285714286e-06
4 145 7.14285714286e-06
4 146 7.14285714286e-06
4 147 7.14285714286e-06
4 148 7.14285714286e-06
4 149 7.14285714286e-06
4 150 7.14285714286e-06
4 151 7.14285714286e-06
4 152 7.14285714286e-06
4 153 7.14285714286e-06
4 154 7.14285714286e-06
4 155 7.14285714286e-06
4 156 7.14285714286e-06
4 157 7.14285714286e-06
4 158 7.14285714286e-06
4 159 7.14285714286e-06
4 160 7.14285714286e-06
4 161 7.14285714286e-06
4 162 7.14285714286e-06
4 163 7.14285714286e-06
4 164 7.14285714286e-06
4 165 7.14285714286e-06
4 166 7.14285714286e-06
4 167 7.14285714286e-06
4 168 7.14285714286e-06
4 169 7.14285714286e-06
4 170 7.14285714286e-06
4 171 7.14285714286e-06
4 172 7.14285714286e-06
4 173 7.14285714286e-06
4 174 7.14285714286e-06
4 175 7.14285714286e-06
4 176 7.14285714286e-06
4 177 7.14285714286e-06
4 178 7.14285714286e-06
4 179 7.14285714286e-06
4 180 7.14285714286e-06
4 181 7.14285714286e-06
4 182 7.14285714286e-06
4 183 7.14285714286e-06
4 184 7.14285714286e-06
4 185 7.14285714286e-06
4 186 7.14285714286e-06
4 187 7.14285714286e-06
4 188 7.14285714286e-06
4 189 7.14285714286e-06
4 190 7.14285714286e-06
4 191 7.14285714286e-06
4 192 7.14285714286e-06
4 193 7.14285714286e-06
4 194 7.14285714286e-06
4 195 7.14285714286e-06
4 196 7.14285714286e-06
4 197 7.14285714286e-06
4 198 7.14285714286e-06
4 199 7.14285714286e-06
5 6 0.190109732349
5 7 0.0595238095238
5 8 0.245301823341
5 9 0.118631178475
5 10 0.0595238095238
5 11 0.212851831063
5 12 0.467240531534
5 13 0.264487956726
5 14 0.203808276381
5 15 0.0595238095238
5 16 0.308211670979
5 17 0.0677434450579
5 18 0.373835250191
5 19 0.0595238095238
5 20 0.139876260351
5 21 7.14285714286e-06
5 22 7.14285714286e-06
5 23 7.14285714286e-06
5 24 7.14285714286e-06
5 25 7.14285714286e-06
5 26 7.14285714286e-06
5 27 7.14285714286e-06
5 28 7.14285714286e-06
5 29 7.14285714286e-06
5 30 7.14285714286e-06
5 31 7.14285714286e-06
5 32 7.14285714286e-06
5 33 7.14285714286e-06
5 34 7.14285714286e-06
5 35 7.14285714286e-06
5 36 7.14285714286e-06
5 37 7.14285714286e-06
5 38 7.14285714286e-06
5 39 7.14285714286e-06
