32,65,0.05
52,84,0.05
36,96,0.6
34,112,0.05
69,80,0.05
19,46,0.05
29,70,0.2
84,118,0.05
88,93,0.05
61,103,0.05
70,80,0.6
76,122,0.05
7,13,0.05
81,90,0.05
35,46,0.05
3,77,0.2
46,88,0.05
20,65,0.2
78,110,0.4
42,112,0.05
60,82,0.2
34,73,0.05
73,104,0.4
15,101,0.05
6,8,0.05
35,96,0.2
81,85,0.05
36,80,0.95
15,77,0.05
14,40,0.05
31,110,0.05
59,90,0.05
78,124,0.2
2,31,0.05
82,84,0.05
2,98,0.05
19,96,0.05
15,65,0.95
51,70,0.6
36,51,0.8
49,65,0.05
83,98,0.4
15,69,0.4
85,87,0.2
24,74,0.05
15,91,0.05
5,81,0.05
69,97,0.2
25,93,0.8
59,88,0.05
36,65,0.05
61,123,0.95
76,94,0.2
8,93,0.4
88,125,0.05
67,102,0.2
15,56,0.2
62,84,0.2
26,45,0.8
32,94,0.2
74,106,0.2
40,81,0.8
77,123,0.2
37,106,0.05
61,117,0.2
40,79,0.05
96,101,0.2
14,125,0.2
5,93,0.2
45,59,0.05
6,57,0.05
66,98,0.6
91,100,0.2
33,111,0.2
13,21,0.2
70,112,0.05
3,49,0.05
8,29,0.05
49,96,0.05
123,125,0.2
78,94,0.2
67,96,0.2
29,55,0.05
32,102,0.05
65,83,0.05
46,110,0.8
57,102,0.05
79,121,0.2
97,116,0.2
98,107,0.05
83,120,0.05
49,123,0.05
32,59,0.05
17,51,0.05
2,3,0.05
6,45,0.2
80,87,0.2
59,60,0.05
19,123,0.4
25,123,0.6
20,27,0.05
60,73,0.2
111,117,0.05
36,112,0.05
85,109,0.05
40,62,0.05
51,121,0.95
8,88,0.05
49,117,0.05
35,116,0.05
8,70,0.2
53,117,0.8
57,117,0.6
7,45,0.05
12,32,0.05
14,66,0.05
76,84,0.05
62,94,0.6
20,24,0.4
6,84,0.6
53,96,0.05
2,83,0.05
15,26,0.2
29,99,0.05
104,117,0.05
6,21,0.2
57,123,0.05
45,64,0.2
52,98,0.05
87,98,0.05
8,109,0.2
6,121,0.05
81,118,0.05
34,101,0.6
85,120,0.4
83,88,0.2
63,79,0.05
41,76,0.05
45,98,0.05
44,67,0.05
53,102,0.05
24,59,0.05
24,67,0.05
79,100,0.2
64,69,0.4
85,116,0.2
70,97,0.8
44,102,0.05
88,102,0.4
4,35,0.05
26,106,0.05
65,77,0.05
4,19,0.05
52,56,0.2
57,62,0.05
40,110,0.2
27,87,0.2
77,102,0.6
32,64,0.4
52,83,0.6
17,44,0.8
63,103,0.05
36,97,0.6
8,112,0.05
25,112,0.6
61,102,0.05
73,117,0.05
76,121,0.4
7,12,0.2
17,109,0.05
81,91,0.05
91,118,0.05
3,76,0.2
20,66,0.6
78,111,0.6
34,70,0.05
64,73,0.05
26,53,0.2
29,44,0.05
29,68,0.2
81,84,0.6
36,83,0.2
34,125,0.8
27,124,0.05
31,117,0.4
59,93,0.6
2,36,0.05
82,85,0.4
51,77,0.05
36,56,0.05
49,64,0.05
83,99,0.2
62,109,0.05
32,76,0.05
25,68,0.05
24,73,0.95
15,90,0.05
69,94,0.2
25,90,0.05
62,63,0.05
36,64,0.2
61,122,0.2
14,21,0.05
8,90,0.4
14,110,0.4
88,122,0.05
3,94,0.2
17,31,0.05
40,82,0.05
77,124,0.05
37,107,0.2
40,78,0.05
31,99,0.05
96,100,0.4
26,34,0.05
14,124,0.4
103,110,0.2
7,112,0.05
91,101,0.2
33,110,0.2
2,45,0.2
73,87,0.05
49,97,0.05
123,124,0.2
67,97,0.05
100,101,0.2
65,82,0.6
66,80,0.05
57,103,0.05
62,80,0.2
69,76,0.05
98,106,0.05
49,122,0.05
12,55,0.2
32,56,0.05
6,44,0.05
59,61,0.05
80,106,0.4
19,124,0.6
26,112,0.05
44,69,0.2
111,116,0.4
40,63,0.05
44,63,0.2
37,66,0.2
51,122,0.2
52,107,0.4
65,116,0.05
90,91,0.6
27,77,0.05
34,35,0.2
53,116,0.2
44,74,0.05
12,33,0.05
14,65,0.2
15,44,0.05
76,87,0.8
6,83,0.05
93,123,0.6
2,82,0.2
15,27,0.2
79,85,0.05
6,20,0.05
57,120,0.05
27,73,0.05
85,98,0.8
52,99,0.05
87,99,0.2
68,117,0.2
36,76,0.05
26,91,0.2
34,100,0.4
85,123,0.05
24,109,0.4
51,91,0.2
41,77,0.2
45,99,0.2
83,104,0.6
15,117,0.2
106,112,0.95
45,61,0.2
53,103,0.05
79,101,0.2
69,100,0.05
45,83,0.05
85,117,0.8
34,69,0.2
20,120,0.05
70,90,0.05
87,109,0.05
32,46,0.05
44,103,0.05
8,53,0.05
37,116,0.05
65,78,0.05
3,109,0.05
57,99,0.05
52,57,0.05
68,102,0.05
26,88,0.05
57,63,0.05
41,107,0.4
77,103,0.05
79,80,0.05
52,82,0.05
103,111,0.05
17,45,0.05
21,52,0.05
36,94,0.6
19,44,0.95
59,73,0.05
88,91,0.2
73,116,0.2
76,120,0.8
25,56,0.05
62,99,0.4
35,40,0.8
2,118,0.05
20,67,0.05
78,112,0.05
59,124,0.4
73,102,0.05
26,52,0.2
35,94,0.05
87,125,0.05
4,91,0.05
36,82,0.05
34,124,0.05
14,42,0.05
31,116,0.05
2,37,0.05
61,93,0.2
15,87,0.8
64,112,0.05
51,76,0.05
36,57,0.05
49,67,0.05
32,77,0.05
19,33,0.4
31,106,0.05
67,88,0.2
35,125,0.05
4,103,0.05
73,94,0.95
15,93,0.05
25,91,0.05
33,109,0.05
36,63,0.95
104,109,0.05
61,121,0.05
14,20,0.2
8,91,0.05
68,93,0.05
14,111,0.05
88,123,0.05
67,100,0.4
3,93,0.05
40,93,0.8
74,104,0.05
40,83,0.05
77,125,0.05
37,104,0.4
33,60,0.2
31,98,0.05
14,123,0.2
27,46,0.2
31,40,0.05
93,98,0.2
6,59,0.4
7,111,0.2
91,106,0.2
93,112,0.6
13,27,0.05
70,109,0.05
73,84,0.05
49,90,0.05
78,96,0.4
67,90,0.05
100,102,0.4
32,104,0.2
19,79,0.2
66,81,0.05
62,81,0.05
5,35,0.05
46,79,0.05
69,77,0.4
98,109,0.05
12,56,0.05
32,57,0.2
67,81,0.05
17,100,0.05
80,81,0.2
46,112,0.05
59,62,0.2
80,107,0.8
19,125,0.95
26,111,0.2
20,29,0.4
36,109,0.05
36,110,0.4
31,84,0.2
40,60,0.05
79,111,0.05
51,123,0.4
52,106,0.05
17,124,0.2
13,53,0.2
83,112,0.2
34,42,0.6
6,122,0.05
19,102,0.05
44,77,0.05
84,104,0.05
14,64,0.2
15,45,0.4
99,118,0.05
17,93,0.05
6,82,0.05
53,94,0.2
6,104,0.2
2,81,0.05
57,121,0.05
27,70,0.05
85,99,0.05
41,118,0.2
68,116,0.2
36,123,0.05
36,77,0.2
52,66,0.2
62,74,0.05
26,90,0.05
3,6,0.05
85,122,0.05
51,90,0.2
41,74,0.6
21,104,0.05
83,107,0.4
51,111,0.05
15,116,0.05
13,111,0.2
7,59,0.05
33,83,0.4
4,87,0.05
53,104,0.05
27,109,0.2
79,102,0.2
85,118,0.05
34,68,0.05
20,121,0.2
34,123,0.05
70,91,0.05
32,41,0.6
59,117,0.05
7,42,0.95
26,100,0.05
25,121,0.05
65,79,0.2
3,124,0.05
7,74,0.05
12,103,0.05
44,112,0.05
57,98,0.2
2,49,0.2
68,103,0.05
98,118,0.6
37,73,0.2
57,60,0.4
41,106,0.2
27,85,0.05
77,100,0.6
79,81,0.2
52,81,0.2
17,46,0.05
45,123,0.05
21,53,0.05
19,55,0.05
8,110,0.2
3,14,0.4
19,45,0.05
46,124,0.4
85,107,0.05
29,73,0.2
25,110,0.05
88,90,0.05
61,104,0.2
44,110,0.2
44,60,0.2
25,57,0.05
81,93,0.4
19,26,0.05
35,41,0.2
90,98,0.2
13,124,0.6
20,60,0.05
87,111,0.05
34,76,0.05
73,103,0.05
26,51,0.05
29,46,0.05
7,123,0.05
87,124,0.05
25,31,0.05
14,45,0.4
78,121,0.2
2,34,0.05
61,90,0.05
15,84,0.05
87,94,0.05
49,88,0.2
31,53,0.05
49,66,0.05
53,88,0.05
57,88,0.2
19,32,0.05
63,106,0.6
31,107,0.05
73,97,0.8
25,96,0.05
59,87,0.05
13,34,0.05
36,62,0.4
61,120,0.05
14,27,0.05
25,62,0.05
8,96,0.2
14,116,0.05
8,117,0.05
60,68,0.4
17,33,0.2
40,84,0.6
45,82,0.2
12,76,0.2
31,97,0.05
14,122,0.2
27,45,0.2
31,41,0.2
93,97,0.2
7,110,0.4
91,107,0.4
33,112,0.05
13,24,0.2
73,85,0.05
49,91,0.2
26,109,0.05
78,97,0.2
67,91,0.05
100,103,0.2
32,107,0.4
66,82,0.05
79,124,0.05
46,78,0.05
12,57,0.05
93,109,0.95
80,82,0.05
80,100,0.4
25,120,0.05
7,77,0.05
60,70,0.05
111,118,0.05
45,122,0.05
85,106,0.05
40,61,0.2
79,110,0.4
17,125,0.6
13,52,0.8
59,109,0.8
13,37,0.05
8,73,0.05
19,103,0.05
44,76,0.4
12,31,0.05
14,63,0.05
62,91,0.8
21,91,0.2
6,81,0.6
76,77,0.2
6,103,0.2
17,19,0.8
2,80,0.2
15,29,0.2
55,74,0.2
15,123,0.2
76,101,0.05
68,111,0.05
62,77,0.2
8,49,0.6
21,107,0.05
83,106,0.2
51,110,0.05
59,122,0.05
25,49,0.95
45,63,0.2
79,103,0.2
55,120,0.05
67,116,0.05
20,122,0.8
73,125,0.2
27,63,0.05
15,122,0.05
34,59,0.05
12,44,0.05
19,88,0.05
32,40,0.05
59,116,0.2
49,51,0.05
8,51,0.05
26,101,0.2
62,112,0.05
3,125,0.4
12,102,0.05
57,97,0.2
116,122,0.2
57,61,0.2
27,84,0.05
77,101,0.05
79,82,0.05
52,80,0.4
79,93,0.2
8,111,0.05
19,42,0.6
46,125,0.4
29,74,0.05
25,111,0.8
61,107,0.05
13,79,0.2
73,118,0.05
7,17,0.8
81,94,0.2
5,6,0.05
37,101,0.4
35,42,0.05
4,83,0.05
13,125,0.05
20,61,0.6
34,77,0.05
73,100,0.6
64,70,0.4
4,70,0.05
29,49,0.05
33,91,0.4
87,123,0.05
117,122,0.6
25,32,0.05
56,69,0.05
4,8,0.05
14,44,0.05
78,120,0.05
2,35,0.05
61,91,0.05
15,85,0.05
51,74,0.05
31,52,0.2
36,55,0.05
49,61,0.05
104,122,0.05
63,101,0.4
31,100,0.05
24,70,0.8
76,118,0.2
73,96,0.2
25,97,0.05
59,84,0.8
36,61,0.2
14,26,0.4
76,98,0.05
8,97,0.05
14,117,0.6
88,121,0.05
99,102,0.4
26,49,0.05
68,88,0.05
3,91,0.05
40,91,0.05
60,69,0.05
27,123,0.05
17,32,0.05
40,85,0.05
59,121,0.05
111,124,0.05
37,102,0.2
45,81,0.05
110,121,0.2
12,77,0.05
31,96,0.4
14,121,0.05
27,44,0.05
31,42,0.2
93,96,0.2
19,25,0.05
91,104,0.05
93,110,0.05
37,51,0.2
13,25,0.2
56,103,0.05
70,116,0.2
73,82,0.2
5,64,0.2
56,100,0.2
78,90,0.2
45,60,0.2
29,59,0.05
32,106,0.05
66,83,0.2
79,125,0.2
97,112,0.05
102,103,0.05
5,59,0.05
32,55,0.2
102,116,0.2
6,49,0.95
80,83,0.6
80,101,0.8
7,76,0.05
35,100,0.05
68,96,0.4
45,125,0.05
40,66,0.05
52,104,0.4
78,93,0.2
83,110,0.2
34,40,0.05
59,106,0.8
55,67,0.2
19,100,0.05
44,79,0.05
12,36,0.05
14,62,0.05
76,88,0.4
62,90,0.95
17,91,0.8
6,80,0.05
2,87,0.05
34,110,0.2
6,25,0.95
46,60,0.2
52,94,0.4
76,100,0.6
68,110,0.2
14,59,0.05
62,76,0.05
27,60,0.05
40,109,0.8
13,68,0.2
21,106,0.4
15,118,0.05
106,117,0.2
5,12,0.05
45,62,0.2
53,106,0.05
24,41,0.2
33,79,0.6
79,104,0.2
55,121,0.05
21,70,0.2
67,117,0.2
20,123,0.2
70,93,0.2
49,52,0.05
4,31,0.2
26,102,0.05
62,111,0.05
20,42,0.6
3,122,0.4
45,107,0.2
4,37,0.05
57,96,0.2
21,96,0.2
68,101,0.2
41,104,0.05
77,106,0.05
32,68,0.2
17,40,0.05
21,51,0.05
94,123,0.2
36,93,0.05
19,57,0.2
13,97,0.4
42,68,0.95
59,70,0.2
61,106,0.2
13,78,0.05
76,125,0.05
25,55,0.4
20,111,0.05
46,91,0.6
68,91,0.6
55,60,0.05
13,122,0.2
20,62,0.6
34,74,0.05
73,101,0.6
64,77,0.05
94,98,0.05
6,19,0.05
26,57,0.4
44,52,0.2
33,90,0.4
87,122,0.2
81,88,0.05
25,33,0.05
24,120,0.05
21,98,0.2
56,68,0.2
78,123,0.95
61,96,0.05
15,82,0.95
31,51,0.05
31,68,0.2
33,46,0.05
49,60,0.2
65,98,0.05
5,20,0.2
63,100,0.05
31,101,0.2
73,91,0.2
25,94,0.2
59,85,0.05
51,103,0.05
36,60,0.05
2,103,0.05
14,25,0.05
76,99,0.05
8,94,0.05
8,40,0.2
99,103,0.05
64,124,0.2
3,90,0.2
40,90,0.05
17,35,0.2
111,125,0.05
37,103,0.2
61,110,0.05
45,80,0.2
29,104,0.2
14,120,0.05
7,124,0.2
93,117,0.05
56,102,0.05
70,117,0.4
73,83,0.4
87,91,0.05
49,93,0.8
5,65,0.05
78,91,0.6
67,93,0.05
88,104,0.2
32,79,0.05
66,84,0.05
63,116,0.4
42,117,0.2
97,111,0.05
88,112,0.05
12,51,0.2
32,52,0.05
56,78,0.2
80,102,0.2
35,101,0.2
36,117,0.2
31,87,0.2
84,122,0.05
40,67,0.05
52,103,0.05
5,73,0.05
83,111,0.05
59,107,0.05
90,118,0.05
19,101,0.4
53,112,0.05
37,112,0.05
44,78,0.6
12,37,0.05
53,79,0.05
14,61,0.05
70,125,0.2
17,90,0.4
6,101,0.05
27,90,0.05
34,111,0.05
6,24,0.05
46,61,0.2
85,94,0.05
103,107,0.2
76,103,0.95
29,98,0.2
81,125,0.05
59,63,0.4
41,112,0.2
26,120,0.6
6,55,0.2
13,69,0.4
21,101,0.2
51,112,0.6
106,116,0.4
45,65,0.05
53,107,0.05
33,78,0.6
67,73,0.05
55,122,0.2
32,42,0.2
59,118,0.05
49,53,0.2
29,81,0.05
29,69,0.05
66,118,0.8
29,32,0.05
62,110,0.6
7,68,0.6
4,67,0.05
112,125,0.2
3,123,0.05
12,100,0.2
2,46,0.05
68,106,0.2
37,70,0.2
42,88,0.2
77,107,0.05
79,84,0.4
17,41,0.6
79,91,0.05
21,56,0.2
36,90,0.05
19,56,0.2
19,40,0.2
13,96,0.2
59,77,0.05
29,76,0.2
61,109,0.2
41,65,0.4
76,124,0.05
7,15,0.2
20,110,0.4
81,96,0.05
46,90,0.4
12,90,0.2
68,90,0.8
55,61,0.8
46,82,0.2
13,123,0.2
74,116,0.05
20,63,0.05
78,116,0.4
97,123,0.05
64,76,0.05
94,99,0.2
26,56,0.95
44,51,0.2
33,93,0.05
87,121,0.2
25,34,0.05
24,121,0.6
34,120,0.05
15,79,0.05
14,46,0.4
79,117,0.05
78,122,0.8
61,97,0.05
51,88,0.2
15,83,0.05
15,66,0.2
37,42,0.05
100,112,0.05
8,63,0.2
31,69,0.05
49,63,0.05
104,120,0.4
65,99,0.05
5,21,0.05
32,116,0.05
32,73,0.05
63,107,0.4
31,102,0.05
25,63,0.2
66,100,0.2
76,116,0.05
73,90,0.05
59,82,0.05
2,102,0.05
61,125,0.2
14,24,0.2
21,67,0.05
62,85,0.05
99,100,0.4
40,97,0.05
17,34,0.6
40,87,0.05
65,109,0.05
37,100,0.05
61,111,0.05
45,87,0.4
26,70,0.2
5,49,0.05
29,107,0.2
31,94,0.05
27,42,0.2
31,44,0.4
93,94,0.05
101,103,0.05
93,116,0.4
37,53,0.2
73,80,0.95
5,66,0.4
44,45,0.2
8,45,0.05
26,27,0.05
66,85,0.8
82,90,0.05
63,117,0.05
97,110,0.4
69,73,0.05
12,121,0.2
52,68,0.05
88,111,0.05
12,52,0.2
32,53,0.4
93,104,0.05
80,103,0.05
6,96,0.05
7,70,0.6
35,102,0.05
35,80,0.05
85,103,0.05
84,123,0.2
40,64,0.2
99,120,0.05
52,102,0.05
13,57,0.05
82,102,0.05
34,46,0.05
59,104,0.05
15,17,0.2
19,106,0.2
53,111,0.05
59,66,0.05
12,34,0.2
53,78,0.05
14,60,0.4
70,124,0.8
4,125,0.2
20,25,0.2
17,97,0.2
27,91,0.2
2,85,0.2
35,120,0.05
104,111,0.05
6,27,0.05
46,62,0.05
97,122,0.2
33,84,0.05
21,49,0.05
52,96,0.05
76,102,0.05
68,112,0.05
122,124,0.05
64,99,0.2
81,116,0.05
42,79,0.05
31,88,0.2
59,123,0.05
41,78,0.4
13,66,0.2
21,100,0.2
44,64,0.95
33,87,0.05
67,70,0.2
79,106,0.4
55,123,0.6
27,64,0.2
80,124,0.8
85,102,0.6
4,33,0.2
66,117,0.6
62,117,0.05
7,31,0.05
7,69,0.05
4,66,0.4
14,88,0.2
20,40,0.05
112,124,0.05
3,120,0.2
12,107,0.05
57,94,0.2
21,94,0.05
32,63,0.05
68,107,0.4
2,97,0.05
37,77,0.05
41,102,0.4
77,104,0.4
15,73,0.4
62,123,0.05
17,42,0.8
79,90,0.2
19,77,0.05
63,102,0.05
21,57,0.05
36,91,0.05
19,51,0.05
64,123,0.4
19,41,0.4
59,76,0.05
29,77,0.05
41,64,0.4
25,53,0.2
7,14,0.2
14,109,0.05
81,97,0.2
46,93,0.05
12,91,0.05
107,125,0.2
55,62,0.2
46,83,0.2
13,120,0.2
74,117,0.4
6,78,0.05
78,117,0.05
57,111,0.05
4,73,0.05
26,55,0.05
87,120,0.4
25,35,0.95
24,122,0.05
35,111,0.95
15,78,0.05
63,65,0.05
61,94,0.2
15,80,0.05
27,51,0.05
51,106,0.2
100,111,0.2
31,57,0.2
8,62,0.05
49,62,0.05
83,93,0.2
104,121,0.4
65,96,0.05
32,117,0.2
57,84,0.05
19,36,0.05
31,103,0.05
76,117,0.2
73,93,0.05
59,83,0.05
33,102,0.2
41,125,0.05
2,101,0.05
61,124,0.05
21,66,0.05
35,74,0.05
99,101,0.4
40,96,0.2
25,122,0.05
17,37,0.05
21,27,0.05
33,65,0.2
26,73,0.05
29,106,0.05
31,93,0.05
27,41,0.05
31,45,0.4
101,102,0.4
37,52,0.2
5,44,0.2
29,100,0.2
4,49,0.05
73,81,0.05
5,67,0.05
88,106,0.05
44,46,0.2
88,120,0.2
63,110,0.6
102,106,0.05
12,120,0.05
88,110,0.4
29,96,0.6
2,5,0.4
12,53,0.05
25,124,0.05
7,73,0.2
35,103,0.05
35,81,0.8
31,81,0.05
84,120,0.05
40,65,0.05
90,125,0.8
42,106,0.2
99,121,0.2
52,101,0.6
65,117,0.4
101,125,0.05
13,56,0.4
82,103,0.95
34,45,0.2
8,81,0.2
8,14,0.05
41,101,0.4
19,107,0.2
53,110,0.6
57,118,0.4
12,35,0.8
99,117,0.05
4,124,0.05
82,104,0.2
17,96,0.6
93,120,0.05
2,84,0.05
35,121,0.2
94,118,0.05
104,110,0.6
6,26,0.2
46,63,0.05
60,83,0.2
85,96,0.2
2,99,0.05
52,97,0.6
4,6,0.05
122,125,0.8
64,98,0.2
81,117,0.2
42,78,0.4
12,61,0.05
3,29,0.2
41,79,0.05
68,100,0.2
13,67,0.2
21,103,0.05
45,67,0.2
61,112,0.05
79,107,0.2
55,124,0.2
33,61,0.4
21,73,0.05
60,102,0.05
27,67,0.2
49,107,0.05
49,55,0.6
80,125,0.2
29,67,0.2
66,116,0.05
62,116,0.05
6,116,0.05
4,65,0.05
20,41,0.2
3,121,0.05
12,106,0.4
57,93,0.05
2,44,0.4
68,104,0.2
69,88,0.6
34,49,0.05
42,51,0.2
37,76,0.4
62,120,0.4
79,97,0.05
19,76,0.05
51,68,0.4
13,94,0.6
82,99,0.05
70,88,0.2
110,125,0.05
20,112,0.2
81,98,0.05
62,98,0.05
93,111,0.95
55,63,0.4
46,80,0.05
13,121,0.4
